cnpj,razao_social,nome_fantasia,logradouro,numero,complemento,bairro,cidade,uf,dados_cbo
3829172000160,GUEDES CLINICA MEDICA LTDA,CLINICA PRO VIDA,RUA                                     ,,167,CENTRO              ,CAMPOS DOS GOYTACAZE,RJ,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
3849641000103,LTP DE NILOPOLIS - CLINICA DE ORTOPEDIA E TRAUMATOLOGIA LTDA,ORTONIL,AVENIDA,,,CENTRO,NILOPOLIS,RJ,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
3877302000130,MKOKIS - SERVICOS MEDICOS LTDA,MKOKIS - SERVICOS MEDICOS,RUA,,150 - S/ 206,BONSUCESSO,RIO DE JANEIRO,RJ,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}}"
3880248000182,MED.AR-MEDICINA DO APARELHO RESPIRATORIO LTDA,MED AR,"RUA DR. CELESTINO, 122                  ",,SALA: 614,CENTRO              ,NITERÓI,RJ,"{""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225140"": {""profissao"": ""Médico"", ""especialidades"": [""do trabalho""]}}"
3881677000174,FISIOCENTER LTDA,FISIOCENTER,AV MAL FONTENELLE - ATÉ 1755 - LADO ÍMPA,,218,CPO AFONSOS,RIO DE JANEIRO,RJ,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
3894337000188,CENTRO MEDICO ESPECIALIZADO DR. ADILSON TAVARES LTDA,CENTRO MEDICO ESPECIALIZADO DR ADILSON TAVARES,RUA DR. PAULO FROES MACHADO             ,,Nº 40 - SALA 501,CENTRO              ,NOVA IGUACU,RJ,"{""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
3899808000140,CLINICA MARCONDES E ARINELLI,CLINICA MARCONDES E ARINELLI,"AVENIDA DAS AMÉRICAS, 3500              ",,Nº 540 / SALA 907,BARRA DA TIJUCA     ,RIO DE JANEIRO,RJ,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
3912597000139,MULTMED CLINICA DE DIAGNOSE LTDA,MULTMED,RUA FARIA SERRA,,47,CENTRO,SÃO FIDÉLIS,RJ,"{""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
3955790000157,FISIOTERAPIA AQUA FISH LTDA,FISIOTERAPIA AQUA FISH,RUA,,123 PARTE,ICARAI,NITEROI,RJ,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
3968200000120,NLM CIRURGIA DO CORACAO LTDA,NLM CIRURGIA DO CORACAO LTDA,RUA BARATA RIBEIRO - DE 208 A 570 - LADO,,370 LJ 301,COPACABANA,RIO DE JANEIRO,RJ,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225210"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião cardiovascular""]}}"
4042426000169,COELHO BASTOS CLINICA MEDICA LTDA,INSTITUTO FLUMINENSE DE SAUDE MENTAL,R GUILHERME BRIGGS,,44 - S/ 402,S DOMINGOS,NITERÓI,RJ,"{""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
4045579000160,ETHOS - GRUPO DE ATENDIMENTO TERAPEUTICO S/S LTDA,ETHOS - GRUPO DE ATENDIMENTO TERAPEUTICO,"AVENIDA ERNANI DO AMARAL PEIXOTO, 55    ",,231/316,CENTRO              ,NITEROI,RJ,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
4079627000130,CELSO DANTAS UROLOGIA LTDA,CELSO DANTAS UROLOGIA,PÇ SAENZ PEÑA,,28,TIJUCA,RIO DE JANEIRO,RJ,"{""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}}"
4087928000106,CLINICA PONTE FONES LTDA. ME.,CLÍNICA PONTE FONES,RUA,,,CENTRO,PETRÓPOLIS,RJ,"{""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
4120268000118,GAMIR GRUPO DE ASSISTENCIA MEDICA INTEGRAL DE REALENGO LTDA,GAMIR GRUPO DE ASSISTENCIA MEDICA INTEGRAL DE REALENGO,ESTRADA,,,PADRE MIGUEL,RIO DE JANEIRO,RJ,"{""225110"": {""profissao"": ""Médico"", ""especialidades"": [""alergista e imunologista""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
4213326000158,MA. LUCIA MACACIEL SERVICOS MEDICOS LTDA,ANGIOMEIER SERVICOS MEDICOS,RUA,,18 - SALA 402,MEIER,RIO DE JANEIRO,RJ,"{""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}}"
4222148253,MARIA DA GRACA DA SILVA TUMA,MARIA DA GRACA DA SILVA TUMA,RUA,,97,LARANJEIRAS,RIO DE JANEIRO,RJ,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}}"
4223785000112,DIAGNOSCOR SERVICOS MEDICOS LTDA,DIAGNOSCOR,RUA,,47/403,MÉIER,RIO DE JANEIRO,RJ,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}}"
4343134000166,FOGEL SERVICOS MEDICOS LTDA,FOGEL SERVICOS MEDICOS LTDA,RUA,,80,IPANEMA,RIO DE JANEIRO,RJ,"{""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}}"
4364197000107,CLINICA DE FISIOTERAPIA E REABILITACAO UNIFISIO LTDA,INSTITUTO DE REAB. DA COLUNA E FISIOTERAPIA UNIFISIO,RUA,,94,ESTRELA DO NORTE,SAO GONCALO,RJ,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
4379536000110,VALLAB LABORATORIO DE ANALISES CLINICAS LTDA,VALLAB LABORATORIO DE ANALISES CLINICAS,RUA ÁLVARES DE CASTRO ,,112 QUADRA 74 LOTE 001 PLANTA 01,ARAÇATIBA,MARICÁ,RJ,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
4394496000186,CLINICA DE OLHOS URANOS LTDA,CLINICA DE OLHOS URANOS,RUA URANOS 1225                         ,,121,OLARIA              ,RIO DE JANEIRO,RJ,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
4397894000156,RENALVIDA ASSISTENCIA INTEGRAL AO RENAL LTDA,RENALVIDA,AVENIDA,,"47, LOJA A",VAZ LOBO,RIO DE JANEIRO,RJ,"{""225109"": {""profissao"": ""Médico"", ""especialidades"": [""nefrologista""]}}"
4407641000116,CLIGED MACAE CLINICA DE ENDOSCOPIA LTDA,CLIGED,RUA DE SANTANA ,,Nº 545,CENTRO,MACAÉ,RJ,
4420866000102,ALOISIO PEREIRA DE MEDEIROS CLINICA MEDICA,ALOISIO PEREIRA DE MEDEIROS CLINICA MEDICA,R ALM TAMANDARÉ,, Nº 26 - SALA 812,FLAMENGO,RIO DE JANEIRO,RJ,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}}"
4430426000136,CAU- CENTRO AVANCADO DE UROLOGIA LTDA,CAU,R SALVADOR CORREIA,,Nº  1075 - S/ 201 E 301,CENTRO,CAMPOS DOS GOYTACAZE,RJ,"{""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
4434600788,NATHALIA PEREIRA PIMENTA,NATHALIA PEREIRA PIMENTA,R CEL FRANCISCO SOARES - ATÉ 314 - LADO ,,71 - 506 E 507,CENTRO,NOVA IGUAÇU,RJ,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}}"
4525014741,ALINE KNUPP MACEDO,ALINE KNUPP MACEDO,RUA SILVA CARDOSO - ATÉ 783 - LADO ÍMPAR,,405 SALA 311,BANGU,RIO DE JANEIRO,RJ,"{""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}}"
4535954720,BERNARDO COUTO NETO,BERNARDO COUTO NETO,R SIQUEIRA CAMPOS - DE 1 AO FIM - LADO Í,,Nº 59 SALA 706,COPACABANA,RIO DE JANEIRO,RJ,"{""225295"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião da mão""]}}"
4563454000121,ANGIO MED ASSISTENCIA MEDICA LTDA,ANGIO MED ASSISTENCIA MEDICA,ESTRADA DO PORTELA                      ,,99-  SALA 814,MADUREIRA           ,RIO DE JANEIRO,RJ,"{""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}}"
4564513000186,CEDI CORDEIRO DIAGNOSTICO LTDA,CLIMAGEM,RUA AGOSTINHO MAZZO ,,Nº 477 - SALA 1214,IMIGRAÇÃO ,CORDEIRO,RJ,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
4578215000145,QUALIMAGEM CENTRO DE DIAGNOSTICOS POR IMAGEM LTDA.,QUALIMAGEM CENTRO DE DIAGNOSTICO POR IMAGEM LTDA,RUA,,,CENTRO,RIO DE JANEIRO,RJ,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}}"
4620992704,DANTE MARTINS DORIGO,DANTE MARTINS DORIGO,R CARDOSO DE MORAIS,,N º  108 - SALA 210,BONSUCESSO,RIO DE JANEIRO,RJ,"{""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
4652808000104,FIGUEIREDO E SILVA MEDICOS ASSOCIADOS LTDA,MEDION CLINICA MEDICA E ODONTOLOGICA,R JOÃO F NETO - DE 1176/1177 AO FIM,,1436 - SALA 401 E 403,CENTRO,BELFORD ROXO,RJ,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225140"": {""profissao"": ""Médico"", ""especialidades"": [""do trabalho""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
4653484000129,CENTRO MEDICO ESPECIALIZADO GUARATIBA LTDA,CENTRO MÉDICO ESPECIALIZADO GUARATIBA,R ÁGUAS FORMOSAS,,398,GUARATIBA,RIO DE JANEIRO,RJ,"{""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225110"": {""profissao"": ""Médico"", ""especialidades"": [""alergista e imunologista""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
4654531000159,CLINICA GRM LTDA,CLINICA GRM,AV MIN EDGARD ROMERO - DE 118 A 776 - LA,,117 - SALA 321,MADUREIRA,RIO DE JANEIRO,RJ,"{""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
4673567000180,CLINICA DR. EVERTON DE SOUSA AMENO LTDA,OTO-CLINICA,RUA,,,LARANJEIRAS,RIO DE JANEIRO,RJ,"{""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}}"
4689963000103,CEVERJ - CENTRO DE VIDEO ENDOSCOPIA DO RIO DE JANEIRO LTDA.,GRUPO CEVERJ-HISTEROLAP,Av D Hélder Câmara - de 5614 a 6292 - la,,"SLS 810, 811",E Dentro            ,RIO DE JANEIRO,RJ,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
4701969000140,CLINICA DE PROCTOLOGIA DR. PAULO FERNANDO DE CARVALHO,DR. PAULO FERNANDO DE CARVALHO E DRA E. M. GRACIO,RUA ALCINDO GUANABARA ,,N º   215 - SALA 611,CENTRO,RIO DE JANEIRO,RJ,"{""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}}"
4703117000192,ONKO SOL ASSISTENCIA MEDICA ONCOLOGICA LTDA,ONKO SOL ASSISTENCIA MEDICA ONCOLOGICA LTDA,R MTO CLODOMIRO G OLIVEIRA,,44,PASSAGEM,CABO FRIO,RJ,"{""223268"": {""profissao"": ""Cirurgião"", ""especialidades"": [""dentista - traumatologista bucomaxilofacial""]}, ""225121"": {""profissao"": ""Médico"", ""especialidades"": [""oncologista clínico""]}, ""225330"": {""profissao"": ""Médico"", ""especialidades"": [""radioterapeuta""]}}"
4703117000273,ONKO SOL ASSISTENCIA MEDICA ONCOLOGICA LTDA,ONKO SOL ARARUAMA,RUA,,335,XV DE NOVEMBRO,ARARUAMA,RJ,"{""225121"": {""profissao"": ""Médico"", ""especialidades"": [""oncologista clínico""]}}"
4709640000126,STATUS COR LTDA,STATUS COR,AVENIDA,,1159 PARTE,VILA DA PENHA,RIO DE JANEIRO,RJ,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225210"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião cardiovascular""]}}"
4714292000185,CLINICA DE OLHOS DR. ALVARO RODRIGUEZ LTDA,CLINICA DR. ALVARO RODRIGUEZ,RUA CONDE DE PORTO ALEGRE ,,"477, SALA 1214",JARDIM VINTE E CINCO,DUQUE DE CAXIAS,RJ,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
4717068000147,CLINICA ORTOFISIO LTDA,ORTOFISIO,AV BRASIL,,300,CENTRO,ARARUAMA,RJ,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
4758373000187,CENTRO DE FISIOTERAPIA ESPECIALIZADA FISIGOIS LTDA,CENTRO DE FISIOTERAPIA ESPECIALIZADA FISIGOIS,RUA,,Nº 160 -SALA 521 E 522,GRAJAU,RIO DE JANEIRO,RJ,"{""225160"": {""profissao"": ""Médico"", ""especialidades"": [""fisiatra""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
4814033000126,EDUARDO DE FARIA LEMOS NEUROCIRURGIA LTDA,EDUARDO DE FARIA LEMOS NEUROCIRURGIA LTDA,RUA,,,IPANEMA,RIO DE JANEIRO,RJ,"{""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}}"
4866705000147,SPACO DO CORPO CLINICA MEDICA,SPACO DO CORPO CLINICA MEDICA,RUA,,SLS 701 E 702,MEIER,RIO DE JANEIRO,RJ,"{""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}}"
4914928000132,CENTRO OTORRINOLARINGOLOGICO DRA ANA MARIA C VELOSO LTDA,CENTRO OTORRINOLARINGOLOGICO DRA ANA MARIA C VELOSO,RUA REPÚBLICA ÁRABE DA SÍRIA ,,Nº 166,PORTUGUESA,RIO DE JANEIRO,RJ,
4925985000117,OTODANTAS DIAGNOSTICOS LTDA,JOSE DANTAS OTORRINO DIAGNOSTICOS,ESTRADA DOS BANDEIRANTES - ATÉ 1498 - LA,,749 - S/ 706,TAQUARA,RIO DE JANEIRO,RJ,
4947721000164,CETOT RIO - ORTOPEDIA,CETOT RIO - ORTOPEDIA,RUA,,,TIJUCA,RIO DE JANEIRO,RJ,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
4957869000180,CLINICA DE OLHOS DR ALEXANDRE TANNURI LTDA,CLINICA DE OLHOS DR TANNURI LTDA,RUA GESSYR GONÇALVES FONTES,,139/133,CENTRO,SÃO JOÃO DE MERITI,RJ,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
4968907000108,ARB RIO ATENDIMENTO AO RESPIRADOR BUCAL S/S,ARB RIO ATENDIMENTO AO RESPIRADOR BUCAL LTDA,ESTRADA,, Nº 1200 - SALA 831,MADUREIRA,RIO DE JANEIRO,RJ,"{""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}}"
4987943000100,POLICLINICA CENTRAL MERITI SAUDE LTDA,POLICLINICA CENTRAL MERITI SAUDE,AVENIDA GETÚLIO DE MOURA - ATÉ 1207 - LA,,33 - CASA 2,CENTRO,SÃO JOÃO DE MERITI,RJ,"{""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}}"
4998680000135,CLINICA DE OLHOS SANTO ANTONIO - SOCIEDADE SIMPLES LTDA,CLÍNICA DE OLHOS SANTO ANTONIO,RUA CONDE DE PORTO ALEGRE,,274,JARDIM VINTE E CINCO,DUQUE DE CAXIAS,RJ,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
5025201000167,REABILITE FISIOTERAPIA LTDA,REABILITE FISIOTERAPIA,,,177,CARDOSO MOREIRA,CARDOSO MOREIRA,RJ,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
5063095000106,CLINICA DR MARCO FLORES TRAUMATO-ORTOPEDIA LTDA,DR MARCO FLORES ORTOPEDIA & FISIOTERAPIA,R FRANCISCO REAL                        ,,"NR. 1950, SALA 120",BANGU               ,RIO DE JANEIRO,RJ,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}}"
5102442000162,W. S. SERVICOS MEDICOS LTDA,MEMORIAL MARICA,RUA LUCIO ALVES DA SILVA                ,,115,CENTRO              ,MARICA,RJ,"{""225110"": {""profissao"": ""Médico"", ""especialidades"": [""alergista e imunologista""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
5109370710,ANTONIO PIRAGIBE SOBRINHO,ANTONIO PIRAGIBE SOBRINHO,RUA,, Nº 59 - S/ 706 ,TIJUCA,RIO DE JANEIRO,RJ,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
5127562000114,PRONTORRINO LTDA,PRONTORRINO LTDA,RUA,,,K 11,NOVA IGUACU,RJ,"{""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}}"
5141869768,ANIBAL PEREIRA DA COSTA,ANIBAL PEREIRA DA COSTA,RUA,,"192, SALA 305",MEIER,RIO DE JANEIRO,RJ,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
5148664703,LEONARDO HUBER TAUIL,LEONARDO HUBER TAUIL,AV PRES VARGAS,,"154, casa ",CENTRO,DUQUE DE CAXIAS,RJ,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}}"
5153651000135,MEDICAL FORCE LTDA,MEDICAL FORCE LTDA,RUA CONDE DE PORTO ALEGRE ,,572,JARDIM VINTE E CINCO,DUQUE DE CAXIAS,RJ,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
