cnpj,razao_social,nome_fantasia,logradouro,numero,complemento,bairro,cidade,uf,telefone,email,latitude,longitude,endereco_completo
43268079000149,MEDME LABORATORIO LTDA,MEDME LABORATORIO,RUA BENJAMIN LINS ,,N°555 ,BATEL,CURITIBA,PR,4135007606,"atendimento@medmelab.com.br, atendimento@medmelab.com.br",-25.44402,-49.30308,"RUA BENJAMIN LINS , BATEL, CURITIBA, PR, Brasil"
43537754000198,MORAIS E PEREIRA SERVICOS MEDICOS,MORAIS E PEREIRA SERVICOS MEDICOS LTDA,AVENIDA CARLOS CORREA BORGES - ATÉ 690/691,,"Nº 19, SALA 12",ZONA 05,MARINGÁ,PR,4430375520,"gabrielcaetanop@gmail.com, gabrielcaetanop@gmail.com",-23.43419756,-51.92375754,"AVENIDA CARLOS CORREA BORGES - ATÉ 690/691, ZONA 05, MARINGÁ, PR, Brasil"
43580578000177,LUCIANE HUCHAK PSICOLOGIA,CLINICA CORPO E MENTE,RUA QUINTINO BOCAIÚVA - DE 901/902 AO FIM,,Nº 2326 - 7º ANDAR - SALA 704,CENTRO,GUARAPUAVA,PR,4236249464,"integradacorpoemente@gmail.com, integradacorpoemente@gmail.com",-15.793666,-47.88252711,"RUA QUINTINO BOCAIÚVA - DE 901/902 AO FIM, CENTRO, GUARAPUAVA, PR, Brasil"
43630986000196,FAM - CUIDADOS NA SAUDE DA MULHER LTDA,FAM CUIDADOS DA SAUDE DA MULHER,RUA JOAQUIM NABUCO ,,485 SALA 01 E 02,ZONA 04,MARINGÁ,PR,4499112-9094,"reumatologiaginecologia@outlook.com, reumatologiaginecologia@outlook.com",-15.79365606,-47.88259864,"RUA JOAQUIM NABUCO , ZONA 04, MARINGÁ, PR, Brasil"
43779762000140,UROLASER MARINGA LTDA,UROLASER MARINGA,AVENIDA GOVERNADOR PARIGOT DE SOUZA - DE 78/79 A 720/721,,N° 464,ZONA 01,MARINGÁ,PR,4430285888,"urolasermaringass@hotmail.com, urolasermaringass@hotmail.com",-23.421822,-51.945236,"AVENIDA GOVERNADOR PARIGOT DE SOUZA - DE 78/79 A 720/721, ZONA 01, MARINGÁ, PR, Brasil"
43892930953,CELSO ANDRADE CESAR DE OLIVEIRA,CELSO ANDRADE CESAR DE OLIVEIRA,AV,,SALA 103,IPIRANGA,LONDRINA,PR,4333244067,"esophagus506@gmail.com.br, ccd.clinica@sercomtel.com.br",-23.3255783,-51.1609829,"AV, IPIRANGA, LONDRINA, PR, Brasil"
43979488000153,UMUVITA CLINICA ESPECIALIZADA LTDA,UMUVITA CLINICA ESPECIALIZADA LTDA,AVENIDA IPIRANGA ,,N° 4359 ,ZONA I,UMUARAMA,PR,4499178-3638,"umuvitaclinica@gmail.com, umuvitaclinica@gmail.com",-23.76476,-53.31528,"AVENIDA IPIRANGA , ZONA I, UMUARAMA, PR, Brasil"
44605607000170,NEUROMED CURITIBA LTDA,NEUROMED CURITIBA,RUA SANTA CATARINA - ATÉ 754/755,,Nº 65 - CJ 803 - 8ºANDAR - COND SPATIUMLABORIS,ÁGUA VERDE,CURITIBA,PR,41988622005,neuromedbrasil@gmail.com,-25.4614996,-49.28745112,"RUA SANTA CATARINA - ATÉ 754/755, ÁGUA VERDE, CURITIBA, PR, Brasil"
45182382000230,BENÇÃO SATO E BROSKA SOCIEDADE MÉDICA,BENÇÃO SATO E BROSKA SOCIEDADE MÉDICA LTDA - FILIAL,RUA JOÃO EUGÊNIO ,,SALA 05,COSTEIRA,PARANAGUÁ,PR,"4134245946, 41996741673","cesar_broska41@hotmail.com, cesar_broska41@hotmail.com",-15.79354522,-47.88260014,"RUA JOÃO EUGÊNIO , COSTEIRA, PARANAGUÁ, PR, Brasil"
45218045000175,INSTITUTO ESPERANCA - CENTRO DE INTERVENCAO PRECOCE LTDA,INSTITUTO ESPERANCA,RUA CASTRO ALVES ,,Nº 503,ZONA 06,MARINGÁ,PR,4438018383,"institutoesperanca.mga@gmail.com, institutoesperanca.mga@gmail.com",-23.440142,-51.865361,"RUA CASTRO ALVES , ZONA 06, MARINGÁ, PR, Brasil"
45425310000196,CLINICA DRA TOMOE SEWO MITSUHASHI E MEDICOS ASSOCIADOS LTDA,CLINICA DRA TOMOE SEWO MITSUHASHI E MEDICOS ASSOCIADOS,RUA PRESIDENTE RODRIGO OTÁVIO - DE 245/246 A 925/926,,N° 857,ALTO DA RUA XV,CURITIBA,PR,4133633208,"mitsuhashirecepcao@gmail.com, mitsuhashirecepcao@gmail.com",-25.4237,-49.24451,"RUA PRESIDENTE RODRIGO OTÁVIO - DE 245/246 A 925/926, ALTO DA RUA XV, CURITIBA, PR, Brasil"
45525312000157,ON MOVE PILATES E FISIOTERAPIA LTDA  ,ON MOVE PILATES E FISIOTERAPIA,AVENIDA ANTÔNIO RAMINELLI ,,Nº 792,PARQUE RESIDENCIAL ANA ROSA,CAMBÉ,PR,4332514894,onmovepilatesfisio@hotmail.com,-15.79357849,-47.8827577,"AVENIDA ANTÔNIO RAMINELLI , PARQUE RESIDENCIAL ANA ROSA, CAMBÉ, PR, Brasil"
45591361000198,INSTITUTO CASA RARA LTDA,INSTITUTO CASA RARA,RUA NILO PEÇANHA - DE 326/327 A 1974/1975,,Nº 1315,BOM RETIRO,CURITIBA,PR,"41988934092, 41988934199","casararainstituto@gmail.com, casararainstituto@gmail.com",-25.409537,-49.27603,"RUA NILO PEÇANHA - DE 326/327 A 1974/1975, BOM RETIRO, CURITIBA, PR, Brasil"
45759849000181,V H VAN DAL OLIVEIRA CLINICA DE FISIOTERAPIA,REABILITAR CLINICA DE FISIOTERAPIA,AVENIDA RIO GRANDE DO NORTE - ATÉ 1749/1750,,N° 1097 - SALA 01,CENTRO,PARANAVAÍ,PR,4430456764,"reabilitarpvai@gmail.com, ctr.reabilitar@gmail.com",-23.085786,-52.465488,"AVENIDA RIO GRANDE DO NORTE - ATÉ 1749/1750, CENTRO, PARANAVAÍ, PR, Brasil"
46248692904,MARIA ELENA GUBERT DEUD,MARIA ELENA GUBERT DEUD,AVENIDA SILVA JARDIM - DE 1591/1592 A 3668/3669,,N° 2600 - CONJ 210,ÁGUA VERDE,CURITIBA,PR,"413270-3311, 4132334812, 4132234959","elena.gubert@hotmail.com, clinicadeolhosdeud.fat@hotmail.com",-25.43433,-49.27715,"AVENIDA SILVA JARDIM - DE 1591/1592 A 3668/3669, ÁGUA VERDE, CURITIBA, PR, Brasil"
46259272000101,LYP CLINICA DE OFTALMOLOGIA LTDA,LYP CLINICA OFTALMOLOGICA,AVENIDA ITORORÓ ,,553,ZONA 02,MARINGÁ,PR,4430200702,"lypadm.oftalmologia@gmail.com, lypadm.oftalmologia@gmail.com",-23.43013345,-51.93778046,"AVENIDA ITORORÓ , ZONA 02, MARINGÁ, PR, Brasil"
46266319000164,SAUDE DA VISAO OFTALMOLOGIA LTDA,SAUDE DA VISAO OFTALMOLOGIA,RUA SÃO PAULO - DE 1519/1520 AO FIM,,2799,CENTRO,CASCAVEL,PR,"45988214773, 4533068904","saudedavisaoclinica@gmail.com, saudedavisaoclinica@gmail.com",-24.958269,-53.452735,"RUA SÃO PAULO - DE 1519/1520 AO FIM, CENTRO, CASCAVEL, PR, Brasil"
46470954000169,GASTROCENTRO SERVICOS MEDICOS LTDA,GASTROCENTRO SERVICOS MEDICOS LTDA,RUA DOUTOR ROBERTO BARROZO - DE 1187 AO FIM - LADO ÍMPAR,,N° 1379,MERCÊS,CURITIBA,PR,4133350302,"atendimento@gastrocentrocuritiba.com.br, atendimento@gastrocentrocuritiba.com.br",-25.41823316,-49.27551454,"RUA DOUTOR ROBERTO BARROZO - DE 1187 AO FIM - LADO ÍMPAR, MERCÊS, CURITIBA, PR, Brasil"
46724229000170,CONFIA CLINICA E GESTAO EM SAUDE LTDA  ,CONFIA CLINICA E GESTAO EM SAUDE,RUA OSÓRIO RIBAS DE PAULA - ATÉ 1400/1401,,N° 1.237 - SALA 01,CENTRO,APUCARANA,PR,43998104011.0,Confiaclinica@gmail.com,-23.556297,-51.460532,"RUA OSÓRIO RIBAS DE PAULA - ATÉ 1400/1401, CENTRO, APUCARANA, PR, Brasil"
46787909934,SAMIR HAURANI,SAMIR HAURANI,R,,13 ANDAR SL 1305,CENTRO,CURITIBA,PR,4130405752,"buenoehaurani@hotmail.com, buenoehaurani@hotmail.com",-25.4374183,-49.2778833,"R, CENTRO, CURITIBA, PR, Brasil"
46851644000194,JF PSICOLOGIA E DESENVOLVIMENTO HUMANO LTDA.,CLINICA DE PSICOLOGIA JUCIANE FREGADOLI,RUA SANTOS DUMONT - DE 1601/1602 AO FIM,,2314 SALA 302,ZONA 01,MARINGÁ,PR,44999292209,"JUCIANEMF@HOTMAIL.COM, JUCIANEMF@HOTMAIL.COM",-23.42196,-51.93921,"RUA SANTOS DUMONT - DE 1601/1602 AO FIM, ZONA 01, MARINGÁ, PR, Brasil"
47024763949,MARCOS ANTONIO RIBAS,MARCOS ANTONIO RIBAS,R OTÁVIO P DOS ANJOS ,,454,JD AMÉRICAS,CURITIBA,PR,4132661875,"ccentrodia@yahoo.com.br, ccentrodia@yahoo.com.br",-25.4567,-49.2348,"R OTÁVIO P DOS ANJOS , JD AMÉRICAS, CURITIBA, PR, Brasil"
47230104000156,EVOLUA CENTRO CLÍNICO,EVOLUA CENTRO CLÍNICO,RUA PEDRO RAMIRES DE MELLO - ATÉ 400/401,,SALA 401,CENTRO,PATO BRANCO,PR,46988312525,"contato@evoluamais.com, contato@evoluamais.com",-26.2289,-52.67435,"RUA PEDRO RAMIRES DE MELLO - ATÉ 400/401, CENTRO, PATO BRANCO, PR, Brasil"
47474461000160,CLINICA DE DESENVOLVIMENTO NEUROLOGICO GIRASSOL LTDA  ,CLINICA DE DESENVOLVIMENTO NEUROLOGICO GIRASSOL,RUA ARISTIDES BORGES DE MACEDO ,,Nº 60,SÃO PEDRO,SÃO JOSÉ DOS PINHAIS,PR,4198960506,"cdngirassol@gmail.com, LILIANYCONTABIL@GMAIL.COM",-15.79364184,-47.88267948,"RUA ARISTIDES BORGES DE MACEDO , SÃO PEDRO, SÃO JOSÉ DOS PINHAIS, PR, Brasil"
47645762000109,ESPACO INTERNEGOCIOS LTDA,ESPACO INTERPSI,RUA PAULO FRONTIN ,,N°181,ITAMARATI,LONDRINA,PR,43988414590,"interpsiespaco@gmail.com, interpsiespaco@gmail.com",-23.41550566,-51.92683913,"RUA PAULO FRONTIN , ITAMARATI, LONDRINA, PR, Brasil"
47972611000165,UMANE CLINICA INTERDISCIPLINAR LTDA,UMANE CLINICA INTERDISCIPLINAR,AVENIDA BRASIL - DE 5623 A 6869 - LADO ÍMPAR,,Nº 6269 - SALA 203,CENTRO,CASCAVEL,PR,45988339223,"umanecvel@gmail.com, umanecvel@gmail.com",-24.95588152,-53.4584105,"AVENIDA BRASIL - DE 5623 A 6869 - LADO ÍMPAR, CENTRO, CASCAVEL, PR, Brasil"
48120841000169,"ANTONI, CENOVICZ, GUIMARAES, MEIRA E MORETTI LTDA",BRINCARE CENTRO DE ESPECIALIDADES PEDIATRICAS,RUA ROSEMARIE DE ALMEIDA TAQUES ,,Nº 56,ORFÃS,PONTA GROSSA,PR,42998587863,"brincarepg@gmail.com, brincarepg@gmail.com",-25.077828,-50.160478,"RUA ROSEMARIE DE ALMEIDA TAQUES , ORFÃS, PONTA GROSSA, PR, Brasil"
48348162000141,CLINICA MEDICA LUIS ABUMUSSI LTDA,CLINICA MEDICA LUIS ABUMUSSI,RUA BENJAMIN CONSTANT - ATÉ 1259/1260,,N° 1715 SALA 16,CENTRO,LONDRINA,PR,433025-5243,"clinicamedicaluisabumussi@hotmail.com, clinicamedicaluisabumussi@hotmail.com",-23.30865,-51.1671,"RUA BENJAMIN CONSTANT - ATÉ 1259/1260, CENTRO, LONDRINA, PR, Brasil"
48449063000156,CLINICA MULTIDISCIPLINAR DIALOGAR LTDA,CLINICA MULTIDISCIPLINAR DIALOGAR,RUA CACIQUE ,,Nº 69,LANCASTER,FOZ DO IGUAÇU,PR,45999768764,"ro.lu.fono@gmail.com, RO.LU.FONO@GMAIL.COM",-25.497466,-54.556947,"RUA CACIQUE , LANCASTER, FOZ DO IGUAÇU, PR, Brasil"
49554584000136,I.Z.A SERVICOS DE NUTRICAO LTDA,CLINICA CAMELIA,RUA DAS CAMÉLIAS ,,Nº 326 - SALA 209,CONJUNTO HABITACIONAL INOCENTE,MARINGÁ,PR,44991315121,"iadnutricionista@gmail.com, IADNUTRICIONISTA@GMAIL.COM",-23.438851,-51.960944,"RUA DAS CAMÉLIAS , CONJUNTO HABITACIONAL INOCENTE, MARINGÁ, PR, Brasil"
49667714000147,MAIS SAUDE LTDA,MAIS SAUDE LTDA,AVENIDA RUI BARBOSA ,,N º 6043 - LOJA 02,AFONSO PENA,SÃO JOSÉ DOS PINHAIS,PR,41988978244,"financeiroacessosaudesjp@gmail.com, financeiroacessosaudesjp@gmail.com",-25.523766,-49.188767,"AVENIDA RUI BARBOSA , AFONSO PENA, SÃO JOSÉ DOS PINHAIS, PR, Brasil"
50384039000128,CLINICA DE OTORRINOLARINGOLOGIA GAVAZZONI SS,CLINICA DE OTORRINOLARINGOLOGIA GAVAZZONI,RUA NUNES MACHADO - ATÉ 397/398,,N° 472  -CONJUNTO 304,CENTRO,CURITIBA,PR,"41987013096, 413029-3039","contato@clinicagavazzoni.com.br, contato@clinicagavazzoni.com.br",-25.441512,-49.273818,"RUA NUNES MACHADO - ATÉ 397/398, CENTRO, CURITIBA, PR, Brasil"
50412818000190,LEVITA CLÍNICA DE FISIOTERAPIA LTDA,LEVITA CLÍNICA DE FISIOTERAPIA,AVENIDA CARLOS CORREA BORGES - ATÉ 690/691,,N° 396,ZONA 05,MARINGÁ,PR,44 33468803,"contato@finmed.com.br, clinicalevita.mga@gmail.com",-15.79370378,-47.88254,"AVENIDA CARLOS CORREA BORGES - ATÉ 690/691, ZONA 05, MARINGÁ, PR, Brasil"
50523580000170,ESPACO DESENVOLVER LTDA  ,ESPACO DESENVOLVER-SE  ,AVENIDA JOSÉ MARIA DE BRITO (VL PÉROLA/JD CENTRAL E DAS NAÇÕES),,Nº 1415,MONJOLO,FOZ DO IGUAÇU,PR,45988407161,"terapiasespacodesenvolver@gmail.com, PATISCHMATZZ@GMAIL.COM",-15.79397849,-47.88258597,"AVENIDA JOSÉ MARIA DE BRITO (VL PÉROLA/JD CENTRAL E DAS NAÇÕES), MONJOLO, FOZ DO IGUAÇU, PR, Brasil"
51067947000150,EMANUEL LEITE FARIA LTDA,PSICOLOGO EMANUEL LEITE FARIA,RUA DOM PEDRO II - DE 1661/1662 AO FIM,,Nº 2579,CENTRO,TOLEDO,PR,45 999777811,"mgaemanuel@hotmail.com, mgaemanuel@hotmail.com",-24.719655,-53.756319,"RUA DOM PEDRO II - DE 1661/1662 AO FIM, CENTRO, TOLEDO, PR, Brasil"
51128714000110,SEBBEN MED LTDA  ,SEBBEN MED  ,RUA CRUZ MACHADO - ATÉ 761/762,,Nº 493,CENTRO,UNIÃO DA VITÓRIA,PR,42991138787,"nskliemann@yahoo.com.br, NSKLIEMANN@YAHOO.COM.BR",-15.79369103,-47.88254062,"RUA CRUZ MACHADO - ATÉ 761/762, CENTRO, UNIÃO DA VITÓRIA, PR, Brasil"
51340363000107,EOS PSICOLOGIA E PSIQUIATRIA CLINICA LTDA,ROCHA ALVES - SAUDE MENTAL,RUA PADRE ANCHIETA - DE 901 A 1323 - LADO ÍMPAR,,N° 2050 - SALA 1101,BIGORRILHO,CURITIBA,PR,"41 992636732, 41 9911176655",EOS.PSI@OUTLOOK.COM.BR,-15.79364163,-47.88239012,"RUA PADRE ANCHIETA - DE 901 A 1323 - LADO ÍMPAR, BIGORRILHO, CURITIBA, PR, Brasil"
51441398000132,CS SAUDE LTDA,CS SAUDE,"QUINTINO BOCIAUVA DO SUL, 975",,Nº 975,CENTRO,BOCAIÚVA DO SUL,PR,41 984482331,"klescremim@hotmail.com, klescremim@hotmail.com",-15.79409662,-47.88260725,"QUINTINO BOCIAUVA DO SUL, 975, CENTRO, BOCAIÚVA DO SUL, PR, Brasil"
51479940925,JEFFERSON ROVEDA,JEFFERSON ROVEDA,RUA ÉBANO PEREIRA ,,44 - SALA 404,CENTRO,CURITIBA,PR,4132240094,"ortopediafisioterapia@hotmail.com, ortopediafisioterapia@hotmail.com",-25.43138,-49.27381,"RUA ÉBANO PEREIRA , CENTRO, CURITIBA, PR, Brasil"
52218638000105,CENTRO DE DESENVOLVIMENTO HUMANO PLANETARIUM LTDA,CENTRO DE DESENVOLVIMENTO HUMANO PLANETARIUM  ,RUA DOUTOR MURICI ,,Nº 5411,COSTEIRA,SÃO JOSÉ DOS PINHAIS,PR,41987342477,"planetariumgmst@gmail.com, simonedzembaty@cdhplanetarium.com.br",-15.79384832,-47.88273312,"RUA DOUTOR MURICI , COSTEIRA, SÃO JOSÉ DOS PINHAIS, PR, Brasil"
52504805000176,ACOLHER PSICOLOGIA APUCARANA LTDA,ACOLHER PSICOLOGIA,AVENIDA CURITIBA - DE 901/902 A 1120/1121,,Nº 831 - SALA 04,CENTRO,APUCARANA,PR,4398422407,"acolherpsicoapucarana@gmail.com, acolherpsicoapucarana@gmail.com",-15.7938592,-47.88282534,"AVENIDA CURITIBA - DE 901/902 A 1120/1121, CENTRO, APUCARANA, PR, Brasil"
52782311000153,GEWEHR CONSULTAS MEDICAS E EXAMES CARDIOLOGICOS LTDA,GEWEHR CONSULTAS MEDICAS E EXAMES CARDIOLOGICOS LTDA,RUA TERRA BOA - DE 453/454 AO FIM,,Nº 1176,EMILIANO PERNETA,PINHAIS,PR,"41991285107, 4135008186","ativacardio@ativacardio.com.br, ativacardio@ativacardio.com.br",-25.418408,-49.188508,"RUA TERRA BOA - DE 453/454 AO FIM, EMILIANO PERNETA, PINHAIS, PR, Brasil"
52997278953,ANTONIO ALCIDES KLUG JUNIOR,ANTONIO ALCIDES KLUG JUNIOR,R THEODORO ROSAS ,,1001 - SL 12,CENTRO,PONTA GROSSA,PR,"42 999960164, 42999557786, 4232224900","cardioclinicaklug@uol.com.br, cardioclinicaklug@uol.com.br",-25.09376,-50.16822,"R THEODORO ROSAS , CENTRO, PONTA GROSSA, PR, Brasil"
54092384000149,CENTRO PARANAENSE DA VISAO LTDA,CENTRO PARANAENSE DA VISAO LTDA,AVENIDA NOSSA SENHORA DA LUZ - ATÉ 1209 - LADO ÍMPAR,,Nº 155,BACACHERI,CURITIBA,PR,"41 99886-4049, 4199886-4008, 4132561583",polatisilva@hotmail.com,-25.405543,-49.244311,"AVENIDA NOSSA SENHORA DA LUZ - ATÉ 1209 - LADO ÍMPAR, BACACHERI, CURITIBA, PR, Brasil"
54907161000192,UP- ESPAÇO TERAPÊUTICO E PEDAGÓGICO,UP- ESPAÇO TERAPÊUTICO E PEDAGÓGICO,RUA REPÚBLICA DOMINICANA ,,Nº 533,CENTRO,PINHAIS,PR,4198501-4138,"upclinicaterapia@gmail.com, upclinicaterapia@gmail.com",-25.436571,-49.18293,"RUA REPÚBLICA DOMINICANA , CENTRO, PINHAIS, PR, Brasil"
55326145987,AMILTON KOMNITSKI JUNIOR,AMILTON KOMNITSKI JUNIOR,RUA BARÃO DE GUARAÚNA ,,Nº 655,ALTO DA GLÓRIA,CURITIBA,PR,"4132528489, 3330190839","adriborges@onda.com.br, komnitski.jr@hotmail.com",-25.42801,-49.28648,"RUA BARÃO DE GUARAÚNA , ALTO DA GLÓRIA, CURITIBA, PR, Brasil"
55631677000110,CLINICA CMI LTDA,CLINICA CMI LTDA,RUA PRESIDENTE FARIA ,,"Nº 421, 7º ANDAR - EDIFICIO CENTER OFFICE",CENTRO,CURITIBA,PR,41 33210500,"sac@cmicuritiba.com.br, SAC@CMICURITIBA.COM.BR",-25.42684,-49.26888,"RUA PRESIDENTE FARIA , CENTRO, CURITIBA, PR, Brasil"
55684335934,LUCIANE MARIA TAKAHASHI KISCHLAT,LUCIANE MARIA TAKAHASHI KISCHLAT,R NUNES MACHADO - ATÉ 397/398,,Nº 472 - SALA 306,CENTRO,CURITIBA,PR,4132061107,"lucianemtk@gmail.com, lucianemtk@gmail.com",-25.43801,-49.2751,"R NUNES MACHADO - ATÉ 397/398, CENTRO, CURITIBA, PR, Brasil"
57542088000190,HOC CATUAI LTDA,HOSPITAL DE OLHOS DE CASCAVEL SMART VISION,AVENIDA BRASIL - DE 2037 A 4291 - LADO ÍMPAR,,Nº 3545,REGIÃO DO LAGO,CASCAVEL,PR,4521014242,"faturamento@hospitaldeolhos.com.br, faturamento@hospitaldeolhos.com.br",-24.9475,-53.4351,"AVENIDA BRASIL - DE 2037 A 4291 - LADO ÍMPAR, REGIÃO DO LAGO, CASCAVEL, PR, Brasil"
57884382768,MARCO AURELIO VALADAO FAGUNDES,MARCO AURELIO VALADAO FAGUNDES,AVENIDA JOAQUIM DUARTE MOLEIRINHO ,,Nº 2295,JARDIM CIDADE MONÇÕES,MARINGÁ,PR,"4432265858, 4432265858","Medcal.center@hotmail.com, medcal.center@hotmail.com.br",-23.41856919,-51.9203657,"AVENIDA JOAQUIM DUARTE MOLEIRINHO , JARDIM CIDADE MONÇÕES, MARINGÁ, PR, Brasil"
58331013000123,CENTRO DE ESPECIALIDADES BELTRONENSE LTDA,CENTRO DE ESPECIALIDADES BELTRONENSE,RUA SÃO PAULO ,,Nº 1455,CENTRO,FRANCISCO BELTRÃO,PR,4630554004,"adm.ortopediacob@gmail.com, adm.ortopediacob@gmail.com",-26.08112687,-53.05146994,"RUA SÃO PAULO , CENTRO, FRANCISCO BELTRÃO, PR, Brasil"
58714898934,WILMA LUCIA SCHMIDLIN NASCIMENTO,WILMA LUCIA SCHMIDLIN NASCIMENTO,RUA PAULO GRAESER SOBRINHO - ATÉ 375/376,,185,SÃO FRANCISCO,CURITIBA,PR,41998153739,"wilma120560@gmail.com, wilmanascis@hotmail.com                                         ",-25.4263567,-49.279546,"RUA PAULO GRAESER SOBRINHO - ATÉ 375/376, SÃO FRANCISCO, CURITIBA, PR, Brasil"
59388442000108,NEUROEX INSTITUTO DE NEUROLOGIA LTDA,NEUROEX INSTITUTO DE NEUROLOGIA,RUA EMILIANO PERNETA - ATÉ 370/371,,Nº 22 - APT 202 COND ADELIA ED SANTA,CENTRO,CURITIBA,PR,"41998275780, 4131495713","fernandespat@icloud.com, faturamentoneuroex@gmail.com",-25.43341,-49.27299,"RUA EMILIANO PERNETA - ATÉ 370/371, CENTRO, CURITIBA, PR, Brasil"
60840055015406,FLEURY S.A.,A+ MEDICINA DIAGNOSTICA,AV PARANÁ - DE 1371/1372 A 3744/3745,,1670,BACACHERI,CURITIBA,PR,414020-8000,"francislene.costa@grupofleury.com.br, recursodeglosa@grupofleury.com.br",-25.39534,-49.24247,"AV PARANÁ - DE 1371/1372 A 3744/3745, BACACHERI, CURITIBA, PR, Brasil"
61486650027979,DIAGNOSTICOS DA AMERICA S.A .,FRISCHMANN AISENGART MEDICINA DIAGNOSTICA,RUA MARTIM AFONSO - DE 1000/1001 AO FIM,,3038,BIGORRILHO,CURITIBA,PR,4140040103,"BRUNO.MALAFAIA@DASA.COM.BR, s.aguiar@dasa.com.br",-25.4314,-49.29209,"RUA MARTIM AFONSO - DE 1000/1001 AO FIM, BIGORRILHO, CURITIBA, PR, Brasil"
61486650068144,DIAGNOSTICOS DA AMERICA S.A .,DIAGNOSTICOS DA AMERICA S.A,R GRACILIANO RAMOS ,,1084,AT ALEGRE,CASCAVEL,PR,4532208000,"Oalas.goncalves@dasa.com.br, s.aguiar@dasa.com.br",-24.95759,-53.48501,"R GRACILIANO RAMOS , AT ALEGRE, CASCAVEL, PR, Brasil"
63375290900,WILSON YUTAKA HAYASHI,WILSON YUTAKA HAYASHI,R THEODORO ROSAS ,,1001 - SL 12,CENTRO,PONTA GROSSA,PR,"4232224900, 42999557786","cardioclinicaklug@uol.com.br, cardioclinicaklug@uol.com.br",-25.0915326,-50.1629797,"R THEODORO ROSAS , CENTRO, PONTA GROSSA, PR, Brasil"
67195997987,LEILA REJANE MARINO BAUER,LEILA REJANE MARINO BAUER,R,,SALA 1401,CENTRO,CURITIBA,PR,4132332865,"leilarmb1@gmail.com, leilarmb1@gmail.com",-25.4314089,-49.2739031,"R, CENTRO, CURITIBA, PR, Brasil"
67239668991,DEBORA MARIA RUSSO,DEBORA MARIA RUSSO,RUA JOÃO DRANKA ,,"N° 99 - 16° ANDAR, APTO 1602",CRISTO REI,CURITIBA,PR,"4199713761, 4132537370","deboramrusso@yahoo.com.br, deboramrusso@yahoo.com.br",-25.4129312,-49.2535668,"RUA JOÃO DRANKA , CRISTO REI, CURITIBA, PR, Brasil"
68639889000195,CMI - CENTRO MATERNO INFANTIL S/S LTDA,CMI - CENTRO MATERNO INFANTIL S/S LTDA,RUA VISCONDE DO RIO BRANCO - DE 1276/1277 AO FIM,,1630,CENTRO,CURITIBA,PR,"413223-7873, 4132223179","ajalaandrea@gmail.com, ajalaandrea@gmail.com",-25.43333,-49.27942,"RUA VISCONDE DO RIO BRANCO - DE 1276/1277 AO FIM, CENTRO, CURITIBA, PR, Brasil"
69714827949,MARCIA REGINA PINTO,MARCIA REGINA PINTO,R BR DO RIO BRANCO ,,Nº 63 - CONJ 508 - 5º ANDAR,CENTRO,CURITIBA,PR,41992054611,"axm8900@gmail.com, axm8900@gmail.com",-25.43253,-49.26821,"R BR DO RIO BRANCO , CENTRO, CURITIBA, PR, Brasil"
71388958953,JOSIANE MONTEIRO BARBOSA,JOSIANE MONTEIRO BARBOSA,R,,12A CJ 1202A,CENTRO,CURITIBA,PR,4132231802,"die-haut@hotmail.com, die-haut@hotmail.com",-25.4320981,-49.2717991,"R, CENTRO, CURITIBA, PR, Brasil"
72415110000125,CLIMM - CLINICA DE ALERGIA E DOENCAS DE PELE DR. MAURICIO MARTINS S/S,CLIN DR MAURICIO MARTINS,RUA,,CJ 1104 - 11° ANDAR,CENTRO,CURITIBA,PR,"4132230329, 4132243064","clinicamauriciomartins@yahoo.com.br, clinicamauriciomartins@yahoo.com.br",-25.4290663,-49.2643333,"RUA, CENTRO, CURITIBA, PR, Brasil"
72442437000196,INSTITUTO DO RIM DO PARANA LTDA,INSTITUTO DO RIM,R BUENOS AIRES - ATÉ 569/570,,Nº 792,BATEL,CURITIBA,PR,"413311-9434, 4133119429, 4133119433","assistente.comercial@rim-online.com.br, gerencia.controladoria@rim-online.com.br",-25.44157,-49.27898,"R BUENOS AIRES - ATÉ 569/570, BATEL, CURITIBA, PR, Brasil"
72443153000114,INSTITUTO DE OFTALMOLOGIA DE CURITIBA LTDA,INST DE OFTALMOLOGIA DE CURITIBA LTDA,RUA BRIGADEIRO FRANCO - DE 2406 A 4260 - LADO PAR,,Nº 2848,ÁGUA VERDE,CURITIBA,PR,"4133222020, 4133222020","comercial@ioc.med.br, faturamento@ioc.med.br; financeiro@ioc.med.br",-25.44558948,-49.27457213,"RUA BRIGADEIRO FRANCO - DE 2406 A 4260 - LADO PAR, ÁGUA VERDE, CURITIBA, PR, Brasil"
72448400000175,CITOPAR - CENTRO DE CITOLOGIA E PATOLOGIA PARANA LTDA,CITOPAR,AVENIDA SETE DE SETEMBRO - DE 4552 A 5954 - LADO PAR,,Nº 5426 - LOJA 3,BATEL,CURITIBA,PR,4132420034,"faturamento@citopar.com.br, faturamento@citopar.com.br",-25.44547,-49.28653,"AVENIDA SETE DE SETEMBRO - DE 4552 A 5954 - LADO PAR, BATEL, CURITIBA, PR, Brasil"
